地区,时间范围,综合票房,分账票房,人次,场次,综合票房全国占比,分账票房全国占比,排片全国占比,平均票价（含服务费）,平均票价（不含服务费）,场均人次,排片影院,排片影厅
安徽省,24年第46周（20241111-20241117）,1117.4万,997.7万,30.9万,99883,3.30%,3.30%,3.80%,36.05,32.19,3.1,460,2815
安徽省,24年第47周（20241118-20241124）,1357.6万,1219.7万,37.0万,97133,3.20%,3.20%,3.70%,36.6,32.88,3.8,464,2858
安徽省,24年第48周（20241125-20241201）,1524.2万,1377.2万,40.4万,98812,3.00%,3.00%,3.70%,37.64,34.01,4.1,464,2834
安徽省,24年第49周（20241202-20241208）,1282.2万,1163.2万,34.5万,100104,3.00%,3.00%,3.80%,37.09,33.64,3.5,463,2829
安徽省,24年第50周（20241209-20241215）,1010.7万,917.5万,27.2万,98586,2.70%,2.70%,3.80%,37.11,33.69,2.8,463,2837
安徽省,24年第51周（20241216-20241222）,1036.3万,936.1万,27.3万,94557,2.70%,2.70%,3.80%,37.91,34.24,2.9,458,2818
安徽省,24年第52周（20241223-20241229）,2159.6万,1970.0万,55.2万,97312,3.40%,3.40%,3.70%,39.08,35.64,5.7,460,2847
安徽省,24年第53周（20241230-20240105）,0,0,0,0,--,--,--,--,--,--,0,0
安徽省,25年第1周（20250106-20250112）,1490.4万,1346.9万,40.1万,105567,3.40%,3.40%,3.70%,37.09,33.52,3.8,455,0
安徽省,25年第2周（20250113-20250119）,1370.1万,1235.0万,37.4万,106521,3.70%,3.70%,3.80%,36.59,32.98,3.5,459,0
安徽省,25年第3周（20250120-20250126）,1413.4万,1265.9万,38.0万,106922,4.50%,4.50%,3.80%,37.1,33.23,3.6,469,0
安徽省,25年第4周（20250127-20250202）,3.54亿,3.16亿,671.8万,116529,4.90%,4.90%,3.90%,52.72,47.14,57.7,476,0
